cell_id,table_name,row_index,column,competitor,value,evidence_ids
产品定位与用户场景横向对比_0_典型适用场景,产品定位与用户场景横向对比,0,典型适用场景,雷蛇炼狱蝰蛇v3 专业版,FPS电竞对战、专业修图设计、长时间日常办公,"[""ev_089"", ""ev_094""]"
产品定位与用户场景横向对比_0_适用边界限制,产品定位与用户场景横向对比,0,适用边界限制,雷蛇炼狱蝰蛇v3 专业版,右手专属人体工学，左手用户体验差，无背光不适合RGB灯效爱好者,"[""ev_089"", ""ev_094""]"
产品定位与用户场景横向对比_0_适配手型与握持姿势,产品定位与用户场景横向对比,0,适配手型与握持姿势,雷蛇炼狱蝰蛇v3 专业版,适配中大手型抓握、趴握，小手用户趴握也可获得不错手感,"[""ev_089"", ""ev_094""]"
产品定位与用户场景横向对比_0_关联证据ID,产品定位与用户场景横向对比,0,关联证据ID,雷蛇炼狱蝰蛇v3 专业版,"[""ev_089"", ""ev_094""]","[""ev_089"", ""ev_094""]"
产品定位与用户场景横向对比_1_竞品名称,产品定位与用户场景横向对比,1,竞品名称,罗技 G903,罗技 G903,[]
产品定位与用户场景横向对比_1_核心目标用户,产品定位与用户场景横向对比,1,核心目标用户,罗技 G903,待搜索（方向：罗技G903核心目标用户；关键词：罗技G903 目标用户 官方定位）,[]
产品定位与用户场景横向对比_1_典型适用场景,产品定位与用户场景横向对比,1,典型适用场景,罗技 G903,待搜索（方向：罗技G903典型适用场景；关键词：罗技G903 适用场景 实测）,[]
产品定位与用户场景横向对比_1_适用边界限制,产品定位与用户场景横向对比,1,适用边界限制,罗技 G903,待搜索（方向：罗技G903适用边界限制；关键词：罗技G903 使用限制 短板）,[]
产品定位与用户场景横向对比_1_适配手型与握持姿势,产品定位与用户场景横向对比,1,适配手型与握持姿势,罗技 G903,待搜索（方向：罗技G903适配手型与握持姿势；关键词：罗技G903 手型 握持姿势）,[]
产品定位与用户场景横向对比_1_关联证据ID,产品定位与用户场景横向对比,1,关联证据ID,罗技 G903,[],[]
产品定位与用户场景横向对比_2_竞品名称,产品定位与用户场景横向对比,2,竞品名称,罗技 gpw3,罗技 gpw3,[]
产品定位与用户场景横向对比_2_核心目标用户,产品定位与用户场景横向对比,2,核心目标用户,罗技 gpw3,待搜索（方向：罗技GPW3核心目标用户；关键词：罗技GPW3 目标用户 官方定位）,[]
产品定位与用户场景横向对比_2_典型适用场景,产品定位与用户场景横向对比,2,典型适用场景,罗技 gpw3,待搜索（方向：罗技GPW3典型适用场景；关键词：罗技GPW3 适用场景 实测）,[]
产品定位与用户场景横向对比_2_适用边界限制,产品定位与用户场景横向对比,2,适用边界限制,罗技 gpw3,待搜索（方向：罗技GPW3适用边界限制；关键词：罗技GPW3 使用限制 短板）,[]
产品定位与用户场景横向对比_2_适配手型与握持姿势,产品定位与用户场景横向对比,2,适配手型与握持姿势,罗技 gpw3,待搜索（方向：罗技GPW3适配手型与握持姿势；关键词：罗技GPW3 手型 握持姿势）,[]
产品定位与用户场景横向对比_2_关联证据ID,产品定位与用户场景横向对比,2,关联证据ID,罗技 gpw3,[],[]
核心硬件性能规格横向对比_0_竞品名称,核心硬件性能规格横向对比,0,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,"[""ev_092"", ""ev_094""]"
核心硬件性能规格横向对比_0_整机重量,核心硬件性能规格横向对比,0,整机重量,雷蛇炼狱蝰蛇v3 专业版,黑色款63g，白色款64g,"[""ev_092"", ""ev_094""]"
核心硬件性能规格横向对比_0_核心传感器参数,核心硬件性能规格横向对比,0,核心传感器参数,雷蛇炼狱蝰蛇v3 专业版,Focus Pro 30K光学传感器，最高30000DPI，70G加速度，追踪速度650/750IPS,"[""ev_092"", ""ev_094""]"
核心硬件性能规格横向对比_0_原生轮询率,核心硬件性能规格横向对比,0,原生轮询率,雷蛇炼狱蝰蛇v3 专业版,默认1000Hz，需额外付费购买专属接收器升级至高阶轮询率,"[""ev_092"", ""ev_094""]"
核心硬件性能规格横向对比_0_微动规格与标称寿命,核心硬件性能规格横向对比,0,微动规格与标称寿命,雷蛇炼狱蝰蛇v3 专业版,第三代雷蛇光学微动，标称寿命9000万次,"[""ev_092"", ""ev_094""]"
核心硬件性能规格横向对比_0_连接方式,核心硬件性能规格横向对比,0,连接方式,雷蛇炼狱蝰蛇v3 专业版,2.4G无线+有线双模式，无蓝牙连接,"[""ev_092"", ""ev_094""]"
核心硬件性能规格横向对比_0_标称无线续航,核心硬件性能规格横向对比,0,标称无线续航,雷蛇炼狱蝰蛇v3 专业版,90小时,"[""ev_092"", ""ev_094""]"
核心硬件性能规格横向对比_0_关联证据ID,核心硬件性能规格横向对比,0,关联证据ID,雷蛇炼狱蝰蛇v3 专业版,"[""ev_092"", ""ev_094""]","[""ev_092"", ""ev_094""]"
核心硬件性能规格横向对比_1_竞品名称,核心硬件性能规格横向对比,1,竞品名称,罗技 G903,罗技 G903,[]
核心硬件性能规格横向对比_1_整机重量,核心硬件性能规格横向对比,1,整机重量,罗技 G903,待搜索（方向：罗技G903整机重量；关键词：罗技G903 官方标称重量）,[]
核心硬件性能规格横向对比_1_核心传感器参数,核心硬件性能规格横向对比,1,核心传感器参数,罗技 G903,待搜索（方向：罗技G903核心传感器参数；关键词：罗技G903 传感器 DPI IPS 加速度）,[]
核心硬件性能规格横向对比_1_原生轮询率,核心硬件性能规格横向对比,1,原生轮询率,罗技 G903,待搜索（方向：罗技G903原生轮询率；关键词：罗技G903 原生回报率 轮询率）,[]
核心硬件性能规格横向对比_1_微动规格与标称寿命,核心硬件性能规格横向对比,1,微动规格与标称寿命,罗技 G903,待搜索（方向：罗技G903微动规格与寿命；关键词：罗技G903 微动 标称寿命）,[]
核心硬件性能规格横向对比_1_连接方式,核心硬件性能规格横向对比,1,连接方式,罗技 G903,待搜索（方向：罗技G903连接方式；关键词：罗技G903 连接模式 有线 无线 蓝牙）,[]
核心硬件性能规格横向对比_1_标称无线续航,核心硬件性能规格横向对比,1,标称无线续航,罗技 G903,待搜索（方向：罗技G903标称无线续航；关键词：罗技G903 官方标称续航时长）,[]
核心硬件性能规格横向对比_1_关联证据ID,核心硬件性能规格横向对比,1,关联证据ID,罗技 G903,[],[]
核心硬件性能规格横向对比_2_竞品名称,核心硬件性能规格横向对比,2,竞品名称,罗技 gpw3,罗技 gpw3,[]
核心硬件性能规格横向对比_2_整机重量,核心硬件性能规格横向对比,2,整机重量,罗技 gpw3,待搜索（方向：罗技GPW3整机重量；关键词：罗技GPW3 官方标称重量）,[]
核心硬件性能规格横向对比_2_核心传感器参数,核心硬件性能规格横向对比,2,核心传感器参数,罗技 gpw3,待搜索（方向：罗技GPW3核心传感器参数；关键词：罗技GPW3 传感器 DPI IPS 加速度）,[]
核心硬件性能规格横向对比_2_原生轮询率,核心硬件性能规格横向对比,2,原生轮询率,罗技 gpw3,待搜索（方向：罗技GPW3原生轮询率；关键词：罗技GPW3 原生回报率 轮询率）,[]
核心硬件性能规格横向对比_2_微动规格与标称寿命,核心硬件性能规格横向对比,2,微动规格与标称寿命,罗技 gpw3,待搜索（方向：罗技GPW3微动规格与寿命；关键词：罗技GPW3 微动 标称寿命）,[]
核心硬件性能规格横向对比_2_连接方式,核心硬件性能规格横向对比,2,连接方式,罗技 gpw3,待搜索（方向：罗技GPW3连接方式；关键词：罗技GPW3 连接模式 有线 无线 蓝牙）,[]
核心硬件性能规格横向对比_2_标称无线续航,核心硬件性能规格横向对比,2,标称无线续航,罗技 gpw3,待搜索（方向：罗技GPW3标称无线续航；关键词：罗技GPW3 官方标称续航时长）,[]
核心硬件性能规格横向对比_2_关联证据ID,核心硬件性能规格横向对比,2,关联证据ID,罗技 gpw3,[],[]
定价与商业化体系横向对比_0_竞品名称,定价与商业化体系横向对比,0,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,"[""ev_091""]"
定价与商业化体系横向对比_0_550_900元区间常规日常售价,定价与商业化体系横向对比,0,550-900元区间常规日常售价,雷蛇炼狱蝰蛇v3 专业版,日常活动到手价580-799元，叠加地方消费补贴可低至580元,"[""ev_091""]"
定价与商业化体系横向对比_0_限定款_特殊版本布局,定价与商业化体系横向对比,0,限定款/特殊版本布局,雷蛇炼狱蝰蛇v3 专业版,黑白普通款、FAKER同款限定款,"[""ev_091""]"
定价与商业化体系横向对比_0_可选售卖套餐组合,定价与商业化体系横向对比,0,可选售卖套餐组合,雷蛇炼狱蝰蛇v3 专业版,单鼠标、搭配重装甲虫V3鼠标垫、搭配8000Hz接收器组合,"[""ev_091""]"
定价与商业化体系横向对比_0_主流销售渠道覆盖,定价与商业化体系横向对比,0,主流销售渠道覆盖,雷蛇炼狱蝰蛇v3 专业版,京东、天猫、淘宝第三方外设店，全渠道全国联保,"[""ev_091""]"
定价与商业化体系横向对比_0_售后退换规则,定价与商业化体系横向对比,0,售后退换规则,雷蛇炼狱蝰蛇v3 专业版,全新未拆封版本非硬件问题拆封后不支持退换,"[""ev_091""]"
定价与商业化体系横向对比_0_关联证据ID,定价与商业化体系横向对比,0,关联证据ID,雷蛇炼狱蝰蛇v3 专业版,"[""ev_091""]","[""ev_091""]"
定价与商业化体系横向对比_1_竞品名称,定价与商业化体系横向对比,1,竞品名称,罗技 G903,罗技 G903,[]
定价与商业化体系横向对比_1_550_900元区间常规日常售价,定价与商业化体系横向对比,1,550-900元区间常规日常售价,罗技 G903,待搜索（方向：罗技G903日常售价；关键词：罗技G903 电商日常售价 550-900元）,[]
定价与商业化体系横向对比_1_限定款_特殊版本布局,定价与商业化体系横向对比,1,限定款/特殊版本布局,罗技 G903,待搜索（方向：罗技G903限定款布局；关键词：罗技G903 联名款 限定版本）,[]
定价与商业化体系横向对比_1_可选售卖套餐组合,定价与商业化体系横向对比,1,可选售卖套餐组合,罗技 G903,待搜索（方向：罗技G903可选售卖套餐；关键词：罗技G903 售卖套餐 组合选项）,[]
定价与商业化体系横向对比_1_主流销售渠道覆盖,定价与商业化体系横向对比,1,主流销售渠道覆盖,罗技 G903,待搜索（方向：罗技G903主流销售渠道；关键词：罗技G903 销售渠道 平台覆盖）,[]
定价与商业化体系横向对比_1_售后退换规则,定价与商业化体系横向对比,1,售后退换规则,罗技 G903,待搜索（方向：罗技G903售后退换规则；关键词：罗技G903 售后政策 退换规则）,[]
定价与商业化体系横向对比_1_关联证据ID,定价与商业化体系横向对比,1,关联证据ID,罗技 G903,[],[]
定价与商业化体系横向对比_2_竞品名称,定价与商业化体系横向对比,2,竞品名称,罗技 gpw3,罗技 gpw3,[]
定价与商业化体系横向对比_2_550_900元区间常规日常售价,定价与商业化体系横向对比,2,550-900元区间常规日常售价,罗技 gpw3,待搜索（方向：罗技GPW3日常售价；关键词：罗技GPW3 电商日常售价 550-900元）,[]
定价与商业化体系横向对比_2_限定款_特殊版本布局,定价与商业化体系横向对比,2,限定款/特殊版本布局,罗技 gpw3,待搜索（方向：罗技GPW3限定款布局；关键词：罗技GPW3 联名款 限定版本）,[]
定价与商业化体系横向对比_2_可选售卖套餐组合,定价与商业化体系横向对比,2,可选售卖套餐组合,罗技 gpw3,待搜索（方向：罗技GPW3可选售卖套餐；关键词：罗技GPW3 售卖套餐 组合选项）,[]
定价与商业化体系横向对比_2_主流销售渠道覆盖,定价与商业化体系横向对比,2,主流销售渠道覆盖,罗技 gpw3,待搜索（方向：罗技GPW3主流销售渠道；关键词：罗技GPW3 销售渠道 平台覆盖）,[]
定价与商业化体系横向对比_2_售后退换规则,定价与商业化体系横向对比,2,售后退换规则,罗技 gpw3,待搜索（方向：罗技GPW3售后退换规则；关键词：罗技GPW3 售后政策 退换规则）,[]
定价与商业化体系横向对比_2_关联证据ID,定价与商业化体系横向对比,2,关联证据ID,罗技 gpw3,[],[]
用户反馈痛点与现存风险横向对比_0_竞品名称,用户反馈痛点与现存风险横向对比,0,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,"[""ev_093"", ""ev_095""]"
用户反馈痛点与现存风险横向对比_0_用户公认核心优点,用户反馈痛点与现存风险横向对比,0,用户公认核心优点,雷蛇炼狱蝰蛇v3 专业版,63g轻量化久用不累，右手人体工学模具舒适，传感器表面兼容性强，光学微动寿命长,"[""ev_093"", ""ev_095""]"
用户反馈痛点与现存风险横向对比_0_用户集中反馈短板,用户反馈痛点与现存风险横向对比,0,用户集中反馈短板,雷蛇炼狱蝰蛇v3 专业版,无接收器收纳仓易丢件，无便携收纳袋，白色款易沾染污渍，无RGB灯效,"[""ev_093"", ""ev_095""]"
用户反馈痛点与现存风险横向对比_0_公开参数冲突_潜在风险点,用户反馈痛点与现存风险横向对比,0,公开参数冲突/潜在风险点,雷蛇炼狱蝰蛇v3 专业版,轮询率、追踪速度参数表述冲突，低价版本正品属性待验证，标称蓝牙功能不存在,"[""ev_093"", ""ev_095""]"
用户反馈痛点与现存风险横向对比_0_关联证据ID,用户反馈痛点与现存风险横向对比,0,关联证据ID,雷蛇炼狱蝰蛇v3 专业版,"[""ev_093"", ""ev_095""]","[""ev_093"", ""ev_095""]"
用户反馈痛点与现存风险横向对比_1_竞品名称,用户反馈痛点与现存风险横向对比,1,竞品名称,罗技 G903,罗技 G903,[]
用户反馈痛点与现存风险横向对比_1_用户公认核心优点,用户反馈痛点与现存风险横向对比,1,用户公认核心优点,罗技 G903,待搜索（方向：罗技G903用户公认核心优点；关键词：罗技G903 用户评价 高赞优点）,[]
用户反馈痛点与现存风险横向对比_1_用户集中反馈短板,用户反馈痛点与现存风险横向对比,1,用户集中反馈短板,罗技 G903,待搜索（方向：罗技G903用户集中反馈短板；关键词：罗技G903 用户痛点 差评反馈）,[]
用户反馈痛点与现存风险横向对比_1_公开参数冲突_潜在风险点,用户反馈痛点与现存风险横向对比,1,公开参数冲突/潜在风险点,罗技 G903,待搜索（方向：罗技G903参数冲突与潜在风险；关键词：罗技G903 参数矛盾 质量风险）,[]
用户反馈痛点与现存风险横向对比_1_关联证据ID,用户反馈痛点与现存风险横向对比,1,关联证据ID,罗技 G903,[],[]
用户反馈痛点与现存风险横向对比_2_竞品名称,用户反馈痛点与现存风险横向对比,2,竞品名称,罗技 gpw3,罗技 gpw3,[]
用户反馈痛点与现存风险横向对比_2_用户公认核心优点,用户反馈痛点与现存风险横向对比,2,用户公认核心优点,罗技 gpw3,待搜索（方向：罗技GPW3用户公认核心优点；关键词：罗技GPW3 用户评价 高赞优点）,[]
用户反馈痛点与现存风险横向对比_2_用户集中反馈短板,用户反馈痛点与现存风险横向对比,2,用户集中反馈短板,罗技 gpw3,待搜索（方向：罗技GPW3用户集中反馈短板；关键词：罗技GPW3 用户痛点 差评反馈）,[]
用户反馈痛点与现存风险横向对比_2_公开参数冲突_潜在风险点,用户反馈痛点与现存风险横向对比,2,公开参数冲突/潜在风险点,罗技 gpw3,待搜索（方向：罗技GPW3参数冲突与潜在风险；关键词：罗技GPW3 参数矛盾 质量风险）,[]
用户反馈痛点与现存风险横向对比_2_关联证据ID,用户反馈痛点与现存风险横向对比,2,关联证据ID,罗技 gpw3,[],[]
旗舰电竞鼠标核心硬件与体验参数横向对比_0_竞品名称,旗舰电竞鼠标核心硬件与体验参数横向对比,0,竞品名称,罗技 G903,罗技 G903,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_整机重量,旗舰电竞鼠标核心硬件与体验参数横向对比,0,整机重量,罗技 G903,待搜索（方向：查不含底座裸机重量；关键词：罗技G903 官方实测裸机重量）,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_旗舰传感器配置,旗舰电竞鼠标核心硬件与体验参数横向对比,0,旗舰传感器配置,罗技 G903,待搜索（方向：查搭载传感器型号；关键词：罗技G903 旗舰传感器型号 最高DPI）,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_原生最高轮询率,旗舰电竞鼠标核心硬件与体验参数横向对比,0,原生最高轮询率,罗技 G903,待搜索（方向：查原生最高回报率；关键词：罗技G903 原生最高轮询率 8000Hz支持）,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_RGB灯效配置,旗舰电竞鼠标核心硬件与体验参数横向对比,0,RGB灯效配置,罗技 G903,待搜索（方向：查灯效配置情况；关键词：罗技G903 RGB灯效配置 重量占比）,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_8000Hz模式下续航表现,旗舰电竞鼠标核心硬件与体验参数横向对比,0,8000Hz模式下续航表现,罗技 G903,普遍低于20小时，属于行业共性短板,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_模具适配手型_握持习惯,旗舰电竞鼠标核心硬件与体验参数横向对比,0,模具适配手型/握持习惯,罗技 G903,待搜索（方向：查适配手型和握持姿势；关键词：罗技G903 适配手型区间 支持握持姿势）,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_驱动是否支持离线免驱调参,旗舰电竞鼠标核心硬件与体验参数横向对比,0,驱动是否支持离线免驱调参,罗技 G903,待搜索（方向：查离线调参支持情况；关键词：罗技G903 驱动免驱调参 离线板载内存）,"[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_0_证据ID,旗舰电竞鼠标核心硬件与体验参数横向对比,0,证据ID,罗技 G903,"[""ev_109""]","[""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_竞品名称,旗舰电竞鼠标核心硬件与体验参数横向对比,1,竞品名称,罗技 gpw3,罗技 gpw3,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_整机重量,旗舰电竞鼠标核心硬件与体验参数横向对比,1,整机重量,罗技 gpw3,待搜索（方向：查不含底座裸机重量；关键词：罗技GPW3 官方实测裸机重量）,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_旗舰传感器配置,旗舰电竞鼠标核心硬件与体验参数横向对比,1,旗舰传感器配置,罗技 gpw3,待搜索（方向：查搭载传感器型号；关键词：罗技GPW3 旗舰传感器型号 最高DPI）,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_原生最高轮询率,旗舰电竞鼠标核心硬件与体验参数横向对比,1,原生最高轮询率,罗技 gpw3,待搜索（方向：查原生最高回报率；关键词：罗技GPW3 原生最高轮询率 8000Hz支持）,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_RGB灯效配置,旗舰电竞鼠标核心硬件与体验参数横向对比,1,RGB灯效配置,罗技 gpw3,无冗余RGB灯效，符合92%用户偏好无灯需求,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_8000Hz模式下续航表现,旗舰电竞鼠标核心硬件与体验参数横向对比,1,8000Hz模式下续航表现,罗技 gpw3,普遍低于20小时，属于行业共性短板,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_模具适配手型_握持习惯,旗舰电竞鼠标核心硬件与体验参数横向对比,1,模具适配手型/握持习惯,罗技 gpw3,待搜索（方向：查适配手型和握持姿势；关键词：罗技GPW3 适配手型区间 支持握持姿势）,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_驱动是否支持离线免驱调参,旗舰电竞鼠标核心硬件与体验参数横向对比,1,驱动是否支持离线免驱调参,罗技 gpw3,待搜索（方向：查离线调参支持情况；关键词：罗技GPW3 驱动免驱调参 离线板载内存）,"[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_1_证据ID,旗舰电竞鼠标核心硬件与体验参数横向对比,1,证据ID,罗技 gpw3,"[""ev_107"", ""ev_109""]","[""ev_107"", ""ev_109""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_竞品名称,旗舰电竞鼠标核心硬件与体验参数横向对比,2,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_整机重量,旗舰电竞鼠标核心硬件与体验参数横向对比,2,整机重量,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查不含底座裸机重量；关键词：雷蛇炼狱蝰蛇V3专业版 官方实测裸机重量）,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_旗舰传感器配置,旗舰电竞鼠标核心硬件与体验参数横向对比,2,旗舰传感器配置,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查搭载传感器型号；关键词：雷蛇炼狱蝰蛇V3专业版 旗舰传感器型号 最高DPI）,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_原生最高轮询率,旗舰电竞鼠标核心硬件与体验参数横向对比,2,原生最高轮询率,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查原生最高回报率；关键词：雷蛇炼狱蝰蛇V3专业版 原生最高轮询率 8000Hz支持）,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_RGB灯效配置,旗舰电竞鼠标核心硬件与体验参数横向对比,2,RGB灯效配置,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查灯效配置情况；关键词：雷蛇炼狱蝰蛇V3专业版 RGB灯效配置 重量占比）,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_8000Hz模式下续航表现,旗舰电竞鼠标核心硬件与体验参数横向对比,2,8000Hz模式下续航表现,雷蛇炼狱蝰蛇v3 专业版,普遍低于20小时，属于行业共性短板,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_模具适配手型_握持习惯,旗舰电竞鼠标核心硬件与体验参数横向对比,2,模具适配手型/握持习惯,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查适配手型和握持姿势；关键词：雷蛇炼狱蝰蛇V3专业版 适配手型区间 支持握持姿势）,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_驱动是否支持离线免驱调参,旗舰电竞鼠标核心硬件与体验参数横向对比,2,驱动是否支持离线免驱调参,雷蛇炼狱蝰蛇v3 专业版,大概率强制绑定账号，不支持完全离线免驱调参,"[""ev_109"", ""ev_111""]"
旗舰电竞鼠标核心硬件与体验参数横向对比_2_证据ID,旗舰电竞鼠标核心硬件与体验参数横向对比,2,证据ID,雷蛇炼狱蝰蛇v3 专业版,"[""ev_109"", ""ev_111""]","[""ev_109"", ""ev_111""]"
550_900元价位段竞品定价与商业化策略对比_0_竞品名称,550-900元价位段竞品定价与商业化策略对比,0,竞品名称,罗技 G903,罗技 G903,"[""ev_105"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_0_日常常规售价,550-900元价位段竞品定价与商业化策略对比,0,日常常规售价,罗技 G903,待搜索（方向：查官方日常挂牌价；关键词：罗技G903 官方旗舰店日常售价）,"[""ev_105"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_0_电商大促最低到手价,550-900元价位段竞品定价与商业化策略对比,0,电商大促最低到手价,罗技 G903,待搜索（方向：查近1年大促历史最低价；关键词：罗技G903 618双11最低到手价）,"[""ev_105"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_0_在售SKU分层情况,550-900元价位段竞品定价与商业化策略对比,0,在售SKU分层情况,罗技 G903,待搜索（方向：查全系列在售SKU配置；关键词：罗技G903 在售SKU分层 配件差异）,"[""ev_105"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_0_核心目标用户分层,550-900元价位段竞品定价与商业化策略对比,0,核心目标用户分层,罗技 G903,覆盖低敏感度资深用户、中敏感度普通游戏用户、高性价比用户占比30%,"[""ev_105"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_0_核心获客渠道,550-900元价位段竞品定价与商业化策略对比,0,核心获客渠道,罗技 G903,待搜索（方向：查核心投放渠道；关键词：罗技G903 近1年核心营销投放渠道）,"[""ev_105"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_0_职业电竞俱乐部专属SKU布局,550-900元价位段竞品定价与商业化策略对比,0,职业电竞俱乐部专属SKU布局,罗技 G903,无定向专属定制SKU，属于市场空白,"[""ev_105"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_0_证据ID,550-900元价位段竞品定价与商业化策略对比,0,证据ID,罗技 G903,"[""ev_105"", ""ev_116""]","[""ev_105"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_1_竞品名称,550-900元价位段竞品定价与商业化策略对比,1,竞品名称,罗技 gpw3,罗技 gpw3,"[""ev_105"", ""ev_113"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_1_日常常规售价,550-900元价位段竞品定价与商业化策略对比,1,日常常规售价,罗技 gpw3,待搜索（方向：查官方日常挂牌价；关键词：罗技GPW3 官方旗舰店日常售价）,"[""ev_105"", ""ev_113"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_1_电商大促最低到手价,550-900元价位段竞品定价与商业化策略对比,1,电商大促最低到手价,罗技 gpw3,待搜索（方向：查近1年大促历史最低价；关键词：罗技GPW3 618双11最低到手价）,"[""ev_105"", ""ev_113"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_1_在售SKU分层情况,550-900元价位段竞品定价与商业化策略对比,1,在售SKU分层情况,罗技 gpw3,待搜索（方向：查全系列在售SKU配置；关键词：罗技GPW3 在售SKU分层 配件差异）,"[""ev_105"", ""ev_113"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_1_核心目标用户分层,550-900元价位段竞品定价与商业化策略对比,1,核心目标用户分层,罗技 gpw3,覆盖低敏感度职业用户、中敏感度普通游戏用户、高性价比用户占比30%,"[""ev_105"", ""ev_113"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_1_核心获客渠道,550-900元价位段竞品定价与商业化策略对比,1,核心获客渠道,罗技 gpw3,依赖头部外设KOL测评、职业选手背书、大促降价拉动转化,"[""ev_105"", ""ev_113"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_1_职业电竞俱乐部专属SKU布局,550-900元价位段竞品定价与商业化策略对比,1,职业电竞俱乐部专属SKU布局,罗技 gpw3,无定向专属定制SKU，属于市场空白,"[""ev_105"", ""ev_113"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_1_证据ID,550-900元价位段竞品定价与商业化策略对比,1,证据ID,罗技 gpw3,"[""ev_105"", ""ev_113"", ""ev_116""]","[""ev_105"", ""ev_113"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_2_竞品名称,550-900元价位段竞品定价与商业化策略对比,2,竞品名称,雷蛇炼狱蝰蛇v3 专业版,雷蛇炼狱蝰蛇v3 专业版,"[""ev_105"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_2_日常常规售价,550-900元价位段竞品定价与商业化策略对比,2,日常常规售价,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查官方日常挂牌价；关键词：雷蛇炼狱蝰蛇V3专业版 官方旗舰店日常售价）,"[""ev_105"", ""ev_116""]"
550_900元价位段竞品定价与商业化策略对比_2_电商大促最低到手价,550-900元价位段竞品定价与商业化策略对比,2,电商大促最低到手价,雷蛇炼狱蝰蛇v3 专业版,待搜索（方向：查近1年大促历史最低价；关键词：雷蛇炼狱蝰蛇V3专业版 618双11最低到手价）,"[""ev_105"", ""ev_116""]"
